# Directed graph (each unordered pair of nodes is saved once): p2p-Gnutella04.txt 
# Directed Gnutella P2P network from August 4 2002
# Nodes: 10876 Edges: 39994
# FromNodeId	ToNodeId
0	1	154
0	2	10
0	3	9
0	4	108
0	5	155
0	6	82
0	7	125
0	8	128
0	9	147
0	10	66
1	2	50
1	11	194
1	12	77
1	13	87
1	14	10
1	15	119
1	16	3
1	17	143
1	18	28
1	19	165
3	20	191
3	21	158
3	22	97
3	23	4
3	24	97
3	25	116
3	26	131
3	27	179
3	28	44
3	29	167
8	30	5
8	31	198
8	32	128
8	33	13
8	34	57
8	35	82
8	36	94
8	37	133
8	38	10
8	39	193
10	40	198
10	41	11
10	42	138
10	43	74
10	44	49
10	45	99
10	46	144
10	47	52
10	48	193
10	49	123
12	50	168
12	40	183
12	51	81
12	52	16
12	53	186
12	54	177
12	55	131
12	56	116
12	57	107
12	58	175
14	59	35
14	60	63
14	61	124
14	62	162
14	63	76
14	64	132
14	65	44
14	66	121
14	67	64
14	68	5
17	69	65
17	70	14
17	71	15
17	72	2
17	73	87
17	74	16
17	75	100
17	76	183
17	77	67
17	78	92
19	79	105
19	80	186
19	81	27
19	82	137
19	83	1
19	84	12
19	85	66
19	86	83
19	87	128
19	88	172
20	89	9
20	90	162
20	91	35
20	92	132
20	93	123
20	94	62
20	95	63
20	96	118
20	97	182
20	98	79
21	22	122
21	99	199
21	100	92
21	101	89
21	102	200
21	103	130
21	104	104
21	105	52
21	106	64
21	107	122
23	108	95
23	109	121
23	110	59
23	111	121
23	112	57
23	113	59
23	114	133
23	115	122
23	116	93
25	117	12
25	118	46
25	119	102
25	120	125
25	121	32
25	122	185
25	123	199
25	124	93
25	125	200
25	126	69
26	88	26
26	127	78
26	128	190
26	129	24
26	130	169
26	131	30
26	132	176
26	133	50
26	134	85
26	135	179
29	136	114
30	137	158
30	138	73
38	139	34
38	140	16
38	141	146
38	142	42
38	143	26
38	144	30
38	145	116
38	146	119
38	147	41
38	148	161
39	149	172
39	150	117
39	151	192
39	152	156
39	153	115
39	154	36
39	155	155
39	156	183
39	157	13
39	158	184
55	130	125
55	159	189
55	160	152
55	161	106
55	162	164
55	163	154
55	164	191
55	165	142
55	166	19
55	167	148
93	168	166
93	169	4
93	170	116
93	171	111
93	172	45
93	173	141
93	174	140
93	175	160
93	176	11
93	177	132
97	178	72
97	179	182
97	180	48
97	181	15
97	182	138
97	183	115
97	184	50
97	185	44
97	186	49
97	187	15
99	188	28
100	189	125
101	13	3
101	190	131
101	191	31
101	192	118
101	193	84
101	194	173
101	195	59
101	196	102
101	197	72
104	192	176
104	198	105
104	199	187
104	59	39
104	200	102
104	201	80
104	202	178
104	203	61
104	204	90
104	205	62
83	206	133
83	207	24
83	208	61
83	209	99
83	210	161
83	211	127
83	212	101
83	213	4
83	214	176
83	215	115
85	3	183
85	6	52
85	96	117
85	216	114
85	217	82
85	218	186
85	219	197
85	220	54
85	221	196
85	222	51
86	223	126
86	224	171
86	225	107
86	226	64
86	227	9
86	228	8
86	229	143
86	230	139
86	231	69
86	232	185
87	70	152
87	74	153
87	75	8
87	76	12
87	78	51
87	233	120
87	234	139
87	235	103
87	236	123
87	237	66
88	238	17
88	239	106
88	240	117
70	241	85
70	242	171
70	243	199
70	244	70
70	245	119
70	246	4
70	247	65
70	248	169
70	249	81
71	212	36
71	215	76
71	250	145
71	251	196
71	252	83
71	253	39
71	254	86
71	255	103
71	256	23
71	257	37
73	102	7
73	258	182
73	259	49
73	260	10
73	261	101
73	262	187
73	263	112
73	264	176
73	265	52
73	266	129
74	267	33
74	268	168
74	269	165
74	270	3
74	271	118
74	272	35
74	273	121
74	274	74
74	275	99
74	276	90
77	225	154
77	277	86
77	278	117
77	279	50
77	280	34
77	281	199
77	282	41
77	283	119
77	284	54
78	74	15
78	75	156
78	76	12
78	285	197
78	286	4
78	233	21
78	287	97
78	288	142
78	289	85
78	290	72
127	171	145
127	291	165
127	292	104
127	293	64
127	294	129
127	295	106
127	296	134
127	297	163
127	298	27
127	299	7
128	127	14
128	130	68
128	258	112
128	300	51
128	301	184
128	302	162
128	303	84
128	304	134
128	305	154
128	306	3
129	307	139
129	308	168
129	309	158
129	310	151
129	311	164
129	312	113
129	313	171
129	314	13
129	315	6
129	316	55
130	158	84
130	317	150
130	318	19
130	319	188
130	320	165
130	321	100
130	322	45
130	323	98
130	324	62
130	325	23
131	126	104
131	326	27
131	327	42
131	328	16
131	329	78
131	330	25
131	331	129
131	332	161
131	333	111
132	334	34
132	335	163
132	336	49
132	337	1
132	338	72
132	339	199
132	340	117
132	341	136
132	342	122
132	343	129
134	344	141
134	345	128
134	346	164
134	347	42
134	348	99
134	349	103
134	350	7
134	351	198
134	352	148
134	353	104
135	27	11
135	47	122
135	354	160
135	355	38
135	356	164
135	357	127
135	358	115
135	359	140
135	360	7
135	361	75
135	362	50
135	363	40
135	364	190
135	365	51
135	366	40
135	367	13
135	368	1
135	369	108
135	370	149
118	4	122
118	122	36
118	124	89
118	371	50
118	372	200
118	373	131
118	374	100
118	375	102
118	376	89
118	377	97
118	378	1
118	379	144
118	380	59
118	381	123
118	382	103
118	383	96
120	44	38
120	384	29
120	385	10
120	386	177
120	387	187
120	388	37
120	389	179
120	390	26
125	179	178
125	184	29
125	391	18
125	392	190
125	393	29
125	394	125
125	395	138
125	396	103
125	397	113
126	398	179
126	64	104
126	399	64
126	400	61
126	401	3
126	402	117
126	403	149
126	404	51
126	405	118
108	406	92
109	407	109
109	408	192
109	409	195
109	410	5
109	411	181
109	412	175
109	413	166
109	414	157
109	415	162
109	416	154
111	121	87
112	380	139
112	417	131
112	418	67
112	419	156
112	420	73
112	421	96
112	422	33
112	423	10
112	424	150
112	425	145
113	76	188
113	426	53
113	427	160
113	428	48
113	429	7
113	430	76
113	431	148
113	432	57
113	433	145
115	434	40
115	435	117
115	436	88
115	437	186
115	438	73
115	439	68
115	440	160
115	441	191
115	442	177
115	443	73
116	444	144
140	445	63
140	446	12
140	447	27
140	448	130
140	449	119
140	450	99
140	451	177
140	452	151
140	453	60
140	454	126
141	121	47
141	122	200
141	373	130
141	455	6
141	456	47
141	457	136
141	458	82
141	459	147
141	460	144
141	461	178
142	135	186
142	267	12
142	462	66
142	463	171
142	464	85
142	465	133
142	466	82
142	467	75
142	468	109
142	469	155
143	470	170
143	471	172
143	472	118
143	473	148
143	474	53
143	475	36
143	476	46
143	477	29
143	478	139
143	479	58
144	172	154
144	480	185
144	481	57
144	482	35
144	483	143
145	484	55
145	485	170
145	486	176
145	267	1
145	487	65
145	488	153
145	489	186
145	490	76
145	491	18
145	492	156
146	493	160
146	494	103
146	495	190
146	496	186
146	497	163
146	498	144
146	499	108
146	500	86
146	501	61
146	502	55
147	503	138
147	504	48
147	505	53
147	506	166
147	507	186
147	508	110
147	509	71
147	510	123
147	511	166
147	512	57
148	280	65
148	513	20
148	514	26
159	515	192
159	516	21
159	517	42
159	518	144
159	519	158
159	520	118
159	521	114
159	522	66
159	523	29
159	524	168
160	18	55
160	525	167
160	526	130
160	527	198
160	528	74
160	529	16
160	530	10
160	531	80
160	532	105
160	533	9
161	534	132
161	535	71
161	536	195
161	537	41
161	538	93
161	539	69
161	540	158
161	541	150
161	542	85
161	543	130
162	544	127
162	545	76
162	546	150
162	547	121
162	548	171
162	549	59
162	550	38
162	551	36
162	552	124
162	553	18
163	45	3
163	379	178
163	554	136
163	555	85
163	556	127
163	557	9
163	558	100
163	559	88
163	560	41
163	561	4
164	3	97
164	91	172
164	219	26
164	222	43
164	562	165
164	563	71
164	564	63
164	565	122
164	566	172
164	567	147
165	568	51
165	569	50
165	570	174
165	571	152
165	572	170
165	573	144
165	574	163
165	575	7
165	576	180
165	577	86
41	578	177
41	61	134
41	579	16
41	580	112
41	581	18
41	582	94
41	583	73
41	584	69
41	585	182
41	586	113
42	331	25
42	587	30
42	588	36
42	589	2
42	590	24
42	591	152
42	592	72
42	593	86
42	594	26
42	595	195
46	354	184
46	596	28
46	597	45
46	598	157
46	599	180
46	600	14
46	601	100
46	602	94
46	603	173
46	604	31
49	301	179
49	454	149
49	605	117
49	606	146
49	607	12
49	608	86
49	609	40
49	610	36
49	611	155
49	612	173
170	441	100
170	613	131
170	614	2
170	615	136
170	616	132
170	617	177
170	618	39
170	619	156
170	620	62
170	621	64
171	50	150
171	143	45
171	622	92
171	623	194
171	624	153
171	625	23
171	626	160
171	627	52
171	628	116
171	629	132
173	630	35
173	631	94
173	632	32
173	633	103
173	634	192
173	635	195
173	636	188
173	637	31
173	638	31
173	639	142
176	198	155
176	506	130
176	640	72
176	641	108
176	642	17
176	643	156
176	644	84
176	645	56
176	646	111
176	647	97
177	180	71
177	648	60
177	649	141
177	650	162
177	651	6
177	652	93
177	653	184
177	654	165
177	655	96
177	656	99
151	149	48
151	657	82
151	658	145
151	659	31
151	660	184
151	661	136
151	662	25
151	663	172
151	664	118
151	665	7
152	394	65
152	589	72
152	598	137
152	666	89
152	667	179
152	668	105
